Cust_id,Time_Section_Clothing,Time_Section_Electronics,Time_Section_Snacks,Time_Section_Sports,PickUp Products,Pref_cat
400,0.71,0.11,0.46,0.03,Robes,Clothing
401,0.19,0.99,0.84,0.37,Tuxedos,Clothing
402,0.9,0.47,0.51,0.38,Shoes,Clothing
403,0.8,0.45,0.11,0.46,Trench coats,Clothing
404,0.93,0.79,0.43,0.82,Formal shirts,Clothing
405,0.37,0.09,0.7,0.14,Tote bags,Clothing
406,0.95,0.21,0.71,0.57,Handbags,Clothing
407,0.75,0.6,0.19,0.1,Handbags,Clothing
409,0.61,0.5,0.9,0.53,Cosplay outfits,Clothing
410,0.25,0.03,0.8,0.47,Ties & bow ties,Clothing
411,0.17,0.37,0.93,0.72,Tracksuits,Clothing
412,0.95,0.38,0.37,0.53,Suits,Clothing
413,0.19,0.46,0.95,0.54,Stilettos,Clothing
414,0.96,0.82,0.75,0.52,Costumes,Clothing
415,0.06,0.14,0.61,0.25,Trench coats,Clothing
416,0.11,0.57,0.25,0.99,Parkas,Clothing
417,0.99,0.1,0.17,0.69,Leotards & tights,Clothing
418,0.47,0.53,0.95,0.17,Bracelets,Clothing
419,0.45,0.47,0.19,0.91,Sweaters,Clothing
420,0.79,0.72,0.96,0.37,Sportswear,Clothing
421,0.09,0.53,0.06,0.39,Raincoats,Clothing
422,0.21,0.54,0.11,0.37,Jewelry,Clothing
423,0.6,0.52,0.99,0.36,Traditional clothing,Clothing
424,0.5,0.25,0.47,0.03,Keychains,Clothing
425,0.03,0.99,0.45,0.47,Spring jackets,Clothing
426,0.37,0.69,0.79,0.8,Flip-flops,Clothing
427,0.38,0.17,0.09,0.4,Flip-flops,Clothing
428,0.46,0.91,0.21,0.69,Sweaters,Clothing
429,0.82,0.37,0.6,0.49,Sweaters,Clothing
430,0.14,0.39,0.5,0.96,Parkas,Clothing
431,0.57,0.37,0.03,0.9,Children's clothing,Clothing
432,0.1,0.36,0.37,0.44,Leotards & tights,Clothing
433,0.53,0.03,0.38,0.47,Jewelry,Clothing
434,0.47,0.47,0.46,0.8,Children's clothing,Clothing
435,0.72,0.8,0.82,0.4,Theatrical costumes,Clothing
436,0.53,0.4,0.14,0.69,Uniforms,Clothing
437,0.54,0.69,0.57,0.49,Sportswear,Clothing
438,0.52,0.49,0.1,0.96,Hats,Clothing
439,0.25,0.96,0.53,0.9,Performance wear,Clothing
440,0.99,0.9,0.47,0.44,Denim jackets,Clothing
441,0.69,0.44,0.72,0.4,Handbags,Clothing
442,0.17,0.47,0.53,0.69,Tracksuits,Clothing
443,0.91,0.8,0.54,0.49,School uniforms,Clothing
444,0.37,0.4,0.52,0.96,Sports uniforms,Clothing
445,0.39,0.69,0.25,0.9,Maternity wear,Clothing
446,0.37,0.49,0.99,0.44,Sweaters,Clothing
447,0.36,0.96,0.69,0.47,Necklaces,Clothing
448,0.03,0.9,0.17,0.8,Bras,Clothing
449,0.47,0.44,0.91,0.4,Scarves,Clothing
450,0.8,0.4,0.37,0.69,Sunglasses,Clothing
451,0.4,0.69,0.39,0.49,Sports uniforms,Clothing
452,0.69,0.49,0.37,0.96,Suits,Clothing
453,0.49,0.96,0.36,0.9,Cosplay outfits,Clothing
454,0.96,0.9,0.03,0.44,Skirts,Clothing
455,0.9,0.44,0.47,0.49,School uniforms,Clothing
456,0.44,0.47,0.8,0.22,Children's clothing,Clothing
457,0.47,0.8,0.4,0.01,Cufflinks,Clothing
458,0.8,0.4,0.69,0.45,T-shirts,Clothing
459,0.4,0.69,0.49,0.53,Leotards & tights,Clothing
460,0.69,0.49,0.96,0.58,Keychains,Clothing
461,0.49,0.96,0.9,0.93,Sportswear,Clothing
462,0.96,0.9,0.44,0.29,Sportswear,Clothing
463,0.9,0.44,0.47,0.93,Suits,Clothing
464,0.44,0.49,0.8,0.09,Scarves,Clothing
465,0.4,0.22,0.4,0.63,Sandals,Clothing
466,0.69,0.01,0.69,0.86,Hats,Clothing
467,0.49,0.45,0.49,0.1,Sarees,Clothing
468,0.96,0.53,0.96,0.48,Robes,Clothing
469,0.9,0.58,0.9,0.33,Coats,Clothing
470,0.44,0.93,0.44,0.57,Flats,Clothing
471,0.47,0.29,0.4,1,Hats,Clothing
472,0.8,0.93,0.69,0.68,Sarees,Clothing
473,0.4,0.09,0.49,0.78,Leather jackets,Clothing
474,0.69,0.63,0.96,0.14,Hair accessories,Clothing
475,0.49,0.86,0.9,0.96,Winter jackets,Clothing
476,0.96,0.1,0.44,0.04,T-shirts,Clothing
477,0.9,0.48,0.47,0.23,Robes,Clothing
478,0.44,0.33,0.8,0.47,Sleepwear,Clothing
479,0.49,0.57,0.4,0.22,Flats,Clothing
480,0.22,1,0.69,0.99,Earrings,Clothing
481,0.01,0.68,0.49,0.77,Sweaters,Clothing
482,0.45,0.78,0.96,0.38,Uniforms,Clothing
483,0.53,0.14,0.9,0.87,Uniforms,Clothing
484,0.58,0.96,0.44,0.07,Boxers & briefs,Clothing
485,0.08,0.31,0.87,0.75,Sunglasses,Clothing
486,0.21,0.81,0.72,0.74,Tote bags,Clothing
487,0.33,0.78,0.97,0.79,Work gloves,Clothing
488,0.8,0.58,0.71,0.53,Heels,Clothing
489,0.53,0.31,0.92,0.76,Shawls,Clothing
490,0.51,0.67,0.31,0.76,Theatrical costumes,Clothing
491,0.62,0.44,0.08,0.28,Keychains,Clothing
492,0.91,0.45,0.21,0.59,Work gloves,Clothing
493,0.46,0.53,0.33,0.79,Heels,Clothing
494,0.21,0.75,0.8,0.32,Earrings,Clothing
495,0.59,0.74,0.53,0.83,Sports uniforms,Clothing
496,0.76,0.79,0.51,0.63,Tie clips,Clothing
497,0.49,0.53,0.62,0.79,Jewelry,Clothing
498,0.59,0.76,0.91,0.61,Shoes,Clothing
499,0.1,0.76,0.46,0.92,Tuxedos,Clothing
500,0.31,0.28,0.21,0.91,Sunglasses,Clothing
501,0.81,0.59,0.59,0.82,Leather jackets,Clothing
502,0.78,0.79,0.76,0.01,Kilts,Clothing
503,0.58,0.32,0.49,0.12,Heels,Clothing
504,0.31,0.83,0.59,0.46,Work uniforms,Clothing
505,0.67,0.63,0.1,0.47,Boxers & briefs,Clothing
506,0.44,0.79,0.31,0.73,Sleepwear,Clothing
507,0.45,0.61,0.81,0.08,Evening gowns,Clothing
508,0.53,0.92,0.78,0.64,Leggings,Clothing
509,0.75,0.91,0.58,0.99,Kilts,Clothing
510,0.74,0.82,0.31,0.03,Watches,Clothing
511,0.79,0.01,0.67,0.33,Shawls,Clothing
512,0.53,0.12,0.44,0.81,Leather jackets,Clothing
513,0.76,0.46,0.45,0.21,Keychains,Clothing
514,0.76,0.47,0.53,0.2,Maternity wear,Clothing
515,0.28,0.73,0.75,0.07,Rings,Clothing
516,0.59,0.08,0.74,0.15,Dancewear,Clothing
517,0.79,0.64,0.79,0.06,Gloves & mittens,Clothing
518,0.32,0.99,0.53,0.59,Sportswear,Clothing
519,0.83,0.03,0.76,0.85,Flats,Clothing
520,0.63,0.33,0.76,0.6,Slippers,Clothing
521,0.79,0.81,0.28,0.64,Jackets,Clothing
522,0.61,0.21,0.59,0.77,Loafers,Clothing
523,0.92,0.2,0.79,0.46,Theatrical costumes,Clothing
524,0.91,0.07,0.32,0.08,Performance wear,Clothing
525,0.82,0.15,0.83,0.05,Parkas,Clothing
526,0.01,0.06,0.63,0.65,School uniforms,Clothing
527,0.12,0.59,0.79,0.34,Cardigans,Clothing
528,0.46,0.85,0.61,0.65,Robes,Clothing
529,0.47,0.6,0.92,0.11,Performance wear,Clothing
530,0.73,0.64,0.91,0.7,Skirts,Clothing
531,0.08,0.77,0.82,0.04,Flip-flops,Clothing
532,0.64,0.46,0.01,0.49,Sneakers,Clothing
533,0.99,0.08,0.12,0.93,Bracelets,Clothing
534,0.03,0.05,0.46,0.88,Workout clothes,Clothing
535,0.33,0.65,0.47,0.43,Trench coats,Clothing
536,0.81,0.34,0.73,0.91,Luggage,Clothing
537,0.21,0.65,0.08,0.63,Work gloves,Clothing
538,0.2,0.11,0.64,0.27,Costumes,Clothing
539,0.07,0.7,0.99,0.83,Bracelets,Clothing
540,0.15,0.04,0.03,0.46,Cufflinks,Clothing
541,0.06,0.49,0.33,0.84,Cosplay outfits,Clothing
542,0.59,0.93,0.81,0.51,Cosplay outfits,Clothing
543,0.85,0.88,0.21,0.11,Caps,Clothing
544,0.6,0.43,0.2,0.43,Kilts,Clothing
545,0.64,0.91,0.07,0.7,Costumes,Clothing
546,0.77,0.63,0.15,0.71,Denim jackets,Clothing
547,0.46,0.27,0.06,0.19,Bracelets,Clothing
548,0.08,0.83,0.59,0.9,Sports bras,Clothing
549,0.05,0.46,0.85,0.8,Leotards & tights,Clothing
550,0.65,0.84,0.6,0.93,Traditional clothing,Clothing
551,0.34,0.51,0.64,0.37,Rings,Clothing
552,0.65,0.11,0.77,0.95,Tie clips,Clothing
553,0.11,0.43,0.46,0.75,Jackets,Clothing
554,0.7,0.7,0.08,0.61,Work uniforms,Clothing
555,0.04,0.71,0.05,0.25,Prescription glasses,Clothing
556,0.49,0.19,0.65,0.17,Jackets,Clothing
557,0.93,0.9,0.34,0.95,Skirts,Clothing
558,0.88,0.8,0.65,0.19,Rompers,Clothing
559,0.43,0.93,0.11,0.96,Evening gowns,Clothing
560,0.91,0.37,0.7,0.06,Swimwear,Clothing
561,0.63,0.95,0.04,0.11,Jumpsuits,Clothing
562,0.27,0.75,0.49,0.99,Umbrellas,Clothing
563,0.83,0.61,0.93,0.47,Leggings,Clothing
564,0.46,0.25,0.88,0.45,T-shirts,Clothing
565,0.84,0.17,0.43,0.79,Wallets,Clothing
566,0.51,0.95,0.91,0.09,Cardigans,Clothing
567,0.11,0.19,0.63,0.21,Panties,Clothing
568,0.43,0.96,0.27,0.6,Panties,Clothing
569,0.7,0.06,0.83,0.5,Sports uniforms,Clothing
570,0.71,0.11,0.46,0.03,Prescription glasses,Clothing
571,0.19,0.99,0.84,0.37,Tuxedos,Clothing
572,0.9,0.47,0.51,0.38,Dresses,Clothing
573,0.8,0.45,0.11,0.46,Wallets,Clothing
574,0.93,0.79,0.43,0.82,Evening gowns,Clothing
575,0.37,0.09,0.7,0.14,Watches,Clothing
576,0.95,0.21,0.71,0.57,Loafers,Clothing
577,0.75,0.6,0.19,0.1,Suits,Clothing
578,0.61,0.5,0.9,0.53,Raincoats,Clothing
579,0.25,0.03,0.8,0.47,Raincoats,Clothing
580,0.17,0.37,0.93,0.72,Skirts,Clothing
581,0.95,0.38,0.37,0.53,Raincoats,Clothing
582,0.19,0.46,0.95,0.54,Sweaters,Clothing
583,0.96,0.82,0.75,0.52,Windbreakers,Clothing
584,0.06,0.14,0.61,0.25,Windbreakers,Clothing
585,0.11,0.57,0.25,0.99,Sunglasses,Clothing
586,0.99,0.1,0.17,0.69,Sports bras,Clothing
587,0.47,0.53,0.95,0.17,Rompers,Clothing
588,0.45,0.47,0.19,0.91,Sunglasses,Clothing
589,0.79,0.72,0.96,0.37,Sunglasses,Clothing
590,0.09,0.53,0.06,0.39,Gloves & mittens,Clothing
591,0.21,0.54,0.11,0.37,Watches,Clothing
592,0.6,0.52,0.99,0.36,Dancewear,Clothing
593,0.5,0.25,0.47,0.03,Theatrical costumes,Clothing
594,0.03,0.99,0.45,0.47,Rompers,Clothing
595,0.37,0.69,0.79,0.8,Maternity wear,Clothing
596,0.38,0.17,0.09,0.4,Sports leggings,Clothing
597,0.46,0.91,0.21,0.69,Windbreakers,Clothing
598,0.82,0.37,0.6,0.49,Keychains,Clothing
599,0.14,0.39,0.5,0.96,Sports leggings,Clothing
600,0.57,0.37,0.03,0.9,Formal shirts,Clothing
601,0.1,0.36,0.37,0.44,Keychains,Clothing
602,0.53,0.03,0.38,0.47,Jackets,Clothing
603,0.47,0.47,0.46,0.8,Denim jackets,Clothing
604,0.72,0.8,0.82,0.4,Swimwear,Clothing
605,0.53,0.4,0.14,0.69,Shorts,Clothing
606,0.54,0.69,0.57,0.49,Formal shirts,Clothing
607,0.52,0.49,0.1,0.96,Sweaters,Clothing
608,0.25,0.96,0.53,0.9,Children's clothing,Clothing
609,0.99,0.9,0.47,0.44,Workout clothes,Clothing
610,0.69,0.44,0.72,0.4,Sports bras,Clothing
611,0.17,0.47,0.53,0.69,Luggage,Clothing
612,0.91,0.8,0.54,0.49,Sarees,Clothing
613,0.37,0.4,0.52,0.96,Scarves,Clothing
614,0.39,0.69,0.25,0.9,Panties,Clothing
615,0.37,0.49,0.99,0.44,Umbrellas,Clothing
616,0.36,0.96,0.69,0.47,Keychains,Clothing
617,0.03,0.9,0.17,0.8,Tie clips,Clothing
618,0.47,0.44,0.91,0.4,Tracksuits,Clothing
619,0.8,0.4,0.37,0.69,Workout clothes,Clothing
620,0.4,0.69,0.39,0.49,Handbags,Clothing
621,0.69,0.49,0.37,0.96,Earrings,Clothing
622,0.49,0.96,0.36,0.9,Flip-flops,Clothing
623,0.96,0.9,0.03,0.44,Leather jackets,Clothing
624,0.9,0.44,0.47,0.49,Children's clothing,Clothing
625,0.44,0.47,0.8,0.22,Costumes,Clothing
626,0.47,0.8,0.4,0.01,Leggings,Clothing
627,0.8,0.4,0.69,0.45,Shawls,Clothing
628,0.4,0.69,0.49,0.53,Traditional clothing,Clothing
629,0.69,0.49,0.96,0.58,Bras,Clothing
630,0.49,0.96,0.9,0.93,Sandals,Clothing
631,0.96,0.9,0.44,0.29,Workout clothes,Clothing
632,0.9,0.44,0.47,0.93,Rings,Clothing
633,0.44,0.49,0.8,0.09,Jeans,Clothing
634,0.4,0.22,0.4,0.63,Hats,Clothing
635,0.69,0.01,0.69,0.86,Windbreakers,Clothing
636,0.49,0.45,0.49,0.1,Traditional clothing,Clothing
637,0.96,0.53,0.96,0.48,Leather jackets,Clothing
638,0.9,0.58,0.9,0.33,Caps,Clothing
639,0.44,0.93,0.44,0.57,Sneakers,Clothing
640,0.47,0.29,0.4,1,Spring jackets,Clothing
641,0.8,0.93,0.69,0.68,Children's clothing,Clothing
642,0.4,0.09,0.49,0.78,Children's clothing,Clothing
643,0.69,0.63,0.96,0.14,Shoes,Clothing
644,0.49,0.86,0.9,0.96,Slippers,Clothing
645,0.96,0.1,0.44,0.04,Jumpsuits,Clothing
646,0.9,0.48,0.47,0.23,Formal shirts,Clothing
647,0.44,0.33,0.8,0.47,Jumpsuits,Clothing
648,0.49,0.57,0.4,0.22,T-shirts,Clothing
649,0.22,1,0.69,0.99,Tote bags,Clothing
650,0.01,0.68,0.49,0.77,Coats,Clothing
651,0.45,0.78,0.96,0.38,Luggage,Clothing
652,0.53,0.14,0.9,0.87,Parkas,Clothing
653,0.58,0.96,0.44,0.07,Dancewear,Clothing
654,0.31,0.83,0.59,0.46,Parkas,Clothing
655,0.67,0.63,0.1,0.47,Sandals,Clothing
656,0.44,0.79,0.31,0.73,Kilts,Clothing
657,0.45,0.61,0.81,0.08,Clutches,Clothing
658,0.53,0.92,0.78,0.64,Maternity wear,Clothing
659,0.75,0.91,0.58,0.99,Leather jackets,Clothing
660,0.74,0.82,0.31,0.03,Jackets,Clothing
661,0.79,0.01,0.67,0.33,Sarees,Clothing
662,0.53,0.12,0.44,0.81,Costumes,Clothing
663,0.76,0.46,0.45,0.21,Sportswear,Clothing
664,0.76,0.47,0.53,0.2,Prescription glasses,Clothing
665,0.28,0.73,0.75,0.07,Jumpsuits,Clothing
666,0.59,0.08,0.74,0.15,T-shirts,Clothing
667,0.79,0.64,0.79,0.06,Jackets,Clothing
668,0.32,0.99,0.53,0.59,Workout clothes,Clothing
669,0.83,0.03,0.76,0.85,Wallets,Clothing
670,0.63,0.33,0.76,0.6,Jeans,Clothing
671,0.79,0.81,0.28,0.64,T-shirts,Clothing
672,0.61,0.21,0.59,0.77,Watches,Clothing
673,0.92,0.2,0.79,0.46,Prescription glasses,Clothing
674,0.91,0.07,0.32,0.08,Jewelry,Clothing
675,0.82,0.15,0.83,0.05,Formal shirts,Clothing
676,0.01,0.06,0.63,0.65,Cardigans,Clothing
677,0.12,0.59,0.79,0.34,Kilts,Clothing
678,0.46,0.85,0.61,0.65,Sneakers,Clothing
679,0.47,0.6,0.92,0.11,Scarves,Clothing
680,0.73,0.64,0.91,0.7,Formalwear,Clothing
681,0.08,0.77,0.82,0.04,Hoodies,Clothing
682,0.64,0.46,0.01,0.49,Formalwear,Clothing
683,0.99,0.08,0.12,0.93,Sleepwear,Clothing
684,0.03,0.05,0.46,0.88,Formal shirts,Clothing
685,0.33,0.65,0.47,0.43,Loafers,Clothing
686,0.81,0.34,0.73,0.91,Slippers,Clothing
687,0.21,0.65,0.08,0.63,Rings,Clothing
688,0.2,0.11,0.64,0.27,Swimwear,Clothing
689,0.07,0.7,0.99,0.83,Sunglasses,Clothing
690,0.15,0.04,0.03,0.46,Earrings,Clothing
691,0.06,0.49,0.33,0.84,Windbreakers,Clothing
692,0.59,0.93,0.81,0.51,Sleepwear,Clothing
693,0.85,0.88,0.21,0.11,Theatrical costumes,Clothing
694,0.6,0.43,0.2,0.43,Hats,Clothing
695,0.64,0.91,0.07,0.7,Flip-flops,Clothing
696,0.77,0.63,0.15,0.71,Slippers,Clothing
697,0.46,0.27,0.06,0.19,Sarees,Clothing
698,0.08,0.83,0.59,0.9,Jackets,Clothing
699,0.05,0.46,0.85,0.8,Sarees,Clothing
700,0.65,0.84,0.6,0.93,Tote bags,Clothing
701,0.34,0.51,0.64,0.37,Bras,Clothing
702,0.65,0.11,0.77,0.95,Swimwear,Clothing
703,0.11,0.43,0.46,0.75,Boxers & briefs,Clothing
704,0.7,0.7,0.08,0.61,Work uniforms,Clothing
705,0.04,0.71,0.05,0.25,Flats,Clothing
706,0.49,0.19,0.65,0.17,Suits,Clothing
707,0.93,0.9,0.34,0.95,Handbags,Clothing
708,0.88,0.8,0.65,0.19,Tote bags,Clothing
709,0.43,0.93,0.11,0.96,Rompers,Clothing
710,0.91,0.37,0.7,0.06,Children's clothing,Clothing
711,0.63,0.95,0.04,0.11,Pants,Clothing
712,0.27,0.75,0.49,0.99,Theatrical costumes,Clothing
713,0.83,0.61,0.93,0.47,Stilettos,Clothing
714,0.46,0.25,0.88,0.45,Clutches,Clothing
715,0.84,0.17,0.43,0.79,Tie clips,Clothing
716,0.51,0.95,0.91,0.09,Keychains,Clothing
717,0.11,0.19,0.63,0.21,Parkas,Clothing
718,0.43,0.96,0.27,0.6,Work uniforms,Clothing
719,0.7,0.06,0.83,0.5,Maternity wear,Clothing
720,0.71,0.11,0.46,0.03,Sandals,Clothing
721,0.19,0.99,0.84,0.37,Leotards & tights,Clothing
722,0.9,0.47,0.51,0.38,Wallets,Clothing
723,0.8,0.45,0.11,0.46,Coats,Clothing
724,0.93,0.79,0.43,0.82,Sportswear,Clothing
725,0.37,0.09,0.7,0.14,Sarees,Clothing
726,0.95,0.21,0.71,0.57,Scarves,Clothing
727,0.75,0.6,0.19,0.1,Leggings,Clothing
728,0.61,0.5,0.9,0.53,Formalwear,Clothing
730,0.25,0.03,0.8,0.47,Cosplay outfits,Clothing
731,0.17,0.37,0.93,0.72,Swimwear,Clothing
732,0.95,0.38,0.37,0.53,Watches,Clothing
733,0.19,0.46,0.95,0.54,Sports uniforms,Clothing
734,0.96,0.82,0.75,0.52,Hats,Clothing
735,0.06,0.14,0.61,0.25,Earrings,Clothing
736,0.11,0.57,0.25,0.99,Watches,Clothing
737,0.99,0.1,0.17,0.69,Jackets,Clothing
738,0.47,0.53,0.95,0.17,Cardigans,Clothing
739,0.45,0.47,0.19,0.91,Workout clothes,Clothing
740,0.79,0.72,0.96,0.37,Windbreakers,Clothing
741,0.09,0.53,0.06,0.39,Work uniforms,Clothing
742,0.21,0.54,0.11,0.37,Winter jackets,Clothing
743,0.6,0.52,0.99,0.36,Kilts,Clothing
744,0.5,0.25,0.47,0.03,Heels,Clothing
745,0.03,0.99,0.45,0.47,Sneakers,Clothing
746,0.37,0.69,0.79,0.8,Stilettos,Clothing
747,0.38,0.17,0.09,0.4,Robes,Clothing
748,0.46,0.91,0.21,0.69,Sneakers,Clothing
749,0.82,0.37,0.6,0.49,Sports uniforms,Clothing
750,0.14,0.39,0.5,0.96,Formalwear,Clothing
751,0.57,0.37,0.03,0.9,Watches,Clothing
752,0.1,0.36,0.37,0.44,Windbreakers,Clothing
753,0.53,0.03,0.38,0.47,Leotards & tights,Clothing
754,0.47,0.47,0.46,0.8,Sports leggings,Clothing
755,0.72,0.8,0.82,0.4,Handbags,Clothing
756,0.31,0.83,0.59,0.46,Loafers,Clothing
757,0.67,0.63,0.1,0.47,Formal shirts,Clothing
758,0.44,0.79,0.31,0.73,Jackets,Clothing
759,0.45,0.61,0.81,0.08,Necklaces,Clothing
760,0.53,0.92,0.78,0.64,Parkas,Clothing
761,0.75,0.91,0.58,0.99,Watches,Clothing
762,0.74,0.82,0.31,0.03,Workout clothes,Clothing
763,0.79,0.01,0.67,0.33,Sleepwear,Clothing
764,0.53,0.12,0.44,0.81,Umbrellas,Clothing
765,0.76,0.46,0.45,0.21,Clutches,Clothing
766,0.76,0.47,0.53,0.2,Bras,Clothing
767,0.28,0.73,0.75,0.07,Keychains,Clothing
768,0.59,0.08,0.74,0.15,Keychains,Clothing
769,0.79,0.64,0.79,0.06,Sports bras,Clothing
770,0.32,0.99,0.53,0.59,Ties & bow ties,Clothing
771,0.83,0.03,0.76,0.85,School uniforms,Clothing
772,0.63,0.33,0.76,0.6,Prescription glasses,Clothing
773,0.79,0.81,0.28,0.64,Sneakers,Clothing
774,0.61,0.21,0.59,0.77,Workout clothes,Clothing
775,0.92,0.2,0.79,0.46,Sunglasses,Clothing
776,0.91,0.07,0.32,0.08,Jewelry,Clothing
777,0.82,0.15,0.83,0.05,Jackets,Clothing
778,0.01,0.06,0.63,0.65,Flats,Clothing
779,0.12,0.59,0.79,0.34,Flats,Clothing
780,0.46,0.85,0.61,0.65,Robes,Clothing
781,0.47,0.6,0.92,0.11,Tote bags,Clothing
782,0.73,0.64,0.91,0.7,Leotards & tights,Clothing
783,0.08,0.77,0.82,0.04,Bras,Clothing
784,0.64,0.46,0.01,0.49,Jeans,Clothing
785,0.99,0.08,0.12,0.93,Football,Sports
786,0.03,0.05,0.46,0.88,Water bottle (hydration),Sports
787,0.33,0.65,0.47,0.43,Swimming goggles,Sports
788,0.81,0.34,0.73,0.91,Beach volleyball,Sports
789,0.21,0.65,0.08,0.63,Kickboard (swimming),Sports
790,0.2,0.11,0.64,0.27,Roller skates,Sports
791,0.07,0.7,0.99,0.83,Swimming goggles,Sports
792,0.15,0.04,0.03,0.46,Volleyball,Sports
793,0.06,0.49,0.33,0.84,Tennis grip tape,Sports
794,0.59,0.93,0.81,0.51,Roller skates,Sports
795,0.85,0.88,0.21,0.11,Snowboard,Sports
796,0.6,0.43,0.2,0.43,Running shorts,Sports
797,0.64,0.91,0.07,0.7,Weightlifting gloves,Sports
798,0.77,0.63,0.15,0.71,Yoga mat,Sports
799,0.46,0.27,0.06,0.19,Golf clubs,Sports
800,0.08,0.83,0.59,0.9,Baseball,Sports
801,0.05,0.46,0.85,0.8,Resistance bands,Sports
802,0.65,0.84,0.6,0.93,Tennis grip tape,Sports
803,0.34,0.51,0.64,0.37,Climbing shoes,Sports
804,0.65,0.11,0.77,0.95,Dumbbells,Sports
805,0.11,0.43,0.46,0.75,Golf balls,Sports
806,0.7,0.7,0.08,0.61,Sports backpack,Sports
807,0.04,0.71,0.05,0.25,Soccer ball,Sports
808,0.49,0.19,0.65,0.17,Football,Sports
809,0.93,0.9,0.34,0.95,Skateboard,Sports
810,0.88,0.8,0.65,0.19,Sports backpack,Sports
811,0.43,0.93,0.11,0.96,Ping pong balls,Sports
812,0.91,0.37,0.7,0.06,Climbing harness,Sports
813,0.63,0.95,0.04,0.11,Tennis balls,Sports
814,0.27,0.75,0.49,0.99,Golf clubs,Sports
815,0.83,0.61,0.93,0.47,Climbing shoes,Sports
816,0.46,0.25,0.88,0.45,Frisbee,Sports
817,0.84,0.17,0.43,0.79,Soccer ball,Sports
818,0.51,0.95,0.91,0.09,Surfboard,Sports
819,0.11,0.19,0.63,0.21,Kickboard (swimming),Sports
820,0.43,0.96,0.27,0.6,Jump rope,Sports
821,0.7,0.06,0.83,0.5,Cycling jersey,Sports
822,0.71,0.11,0.46,0.03,Climbing shoes,Sports
823,0.19,0.99,0.84,0.37,Running shorts,Sports
824,0.9,0.47,0.51,0.38,Gymnastics leotard,Sports
825,0.8,0.45,0.11,0.46,Climbing shoes,Sports
826,0.93,0.79,0.43,0.82,Yoga mat,Sports
827,0.37,0.09,0.7,0.14,Climbing shoes,Sports
828,0.95,0.21,0.71,0.57,Resistance bands,Sports
829,0.75,0.6,0.19,0.1,Soccer ball,Sports
830,0.61,0.5,0.9,0.53,Tennis balls,Sports
831,0.25,0.03,0.8,0.47,Gymnastics leotard,Sports
832,0.17,0.37,0.93,0.72,Frisbee,Sports
833,0.95,0.38,0.37,0.53,Tennis balls,Sports
834,0.19,0.46,0.95,0.54,Hockey stick,Sports
835,0.96,0.82,0.75,0.52,Basketball,Sports
836,0.06,0.14,0.61,0.25,Pedometer,Sports
837,0.11,0.57,0.25,0.99,Sports socks,Sports
838,0.99,0.1,0.17,0.69,Tennis balls,Sports
839,0.47,0.53,0.95,0.17,Tennis balls,Sports
840,0.45,0.47,0.19,0.91,Skiing goggles,Sports
841,0.79,0.72,0.96,0.37,Dumbbells,Sports
842,0.09,0.53,0.06,0.39,Soccer ball,Sports
843,0.21,0.54,0.11,0.37,Water bottle (hydration),Sports
844,0.6,0.52,0.99,0.36,Archery bow,Sports
845,0.5,0.25,0.47,0.03,Climbing harness,Sports
846,0.03,0.99,0.45,0.47,Yoga mat,Sports
847,0.37,0.69,0.79,0.8,Ping pong balls,Sports
848,0.38,0.17,0.09,0.4,Tennis grip tape,Sports
849,0.46,0.91,0.21,0.69,Archery bow,Sports
850,0.82,0.37,0.6,0.49,Running shorts,Sports
851,0.14,0.39,0.5,0.96,Bowling ball,Sports
852,0.57,0.37,0.03,0.9,Tennis balls,Sports
853,0.1,0.36,0.37,0.44,Resistance bands,Sports
854,0.53,0.03,0.38,0.47,Football,Sports
855,0.47,0.47,0.46,0.8,Climbing shoes,Sports
857,0.72,0.8,0.82,0.4,Climbing harness,Sports
858,0.53,0.4,0.14,0.69,Pedometer,Sports
859,0.54,0.69,0.57,0.49,Volleyball,Sports
860,0.52,0.49,0.1,0.96,Cycling helmet,Sports
861,0.25,0.96,0.53,0.9,Jump rope,Sports
862,0.99,0.9,0.47,0.44,Archery arrows,Sports
863,0.69,0.44,0.72,0.4,Wetsuit,Sports
864,0.17,0.47,0.53,0.69,Baseball,Sports
865,0.91,0.8,0.54,0.49,Jump rope,Sports
866,0.37,0.4,0.52,0.96,Football,Sports
867,0.39,0.69,0.25,0.9,Basketball,Sports
868,0.37,0.49,0.99,0.44,Pedometer,Sports
869,0.36,0.96,0.69,0.47,Volleyball,Sports
870,0.03,0.9,0.17,0.8,Bowling ball,Sports
871,0.47,0.44,0.91,0.4,Basketball,Sports
872,0.8,0.4,0.37,0.69,Football,Sports
873,0.4,0.69,0.39,0.49,Baseball,Sports
874,0.69,0.49,0.37,0.96,Skateboard,Sports
875,0.49,0.96,0.36,0.9,Swimming goggles,Sports
876,0.96,0.9,0.03,0.44,Skateboard,Sports
877,0.9,0.44,0.47,0.49,Skiing goggles,Sports
878,0.44,0.47,0.8,0.22,Bowling ball,Sports
879,0.47,0.8,0.4,0.01,Water bottle (hydration),Sports
880,0.8,0.4,0.69,0.45,Cycling jersey,Sports
881,0.4,0.69,0.49,0.53,Running shoes,Sports
882,0.69,0.49,0.96,0.58,Weightlifting gloves,Sports
883,0.49,0.96,0.9,0.93,Baseball bat,Sports
